# Phoenix, AZ Baseline Calculation Summary
# Generated: 2025-06-25T06:44:54.806Z
# Baseline Period: 90 days
# Total Sales Found: 350
# Sales Used for Baseline: 343
# Outliers Removed: 7
# Calculated Baseline: $460,000
# Price Range (after outliers): $150,000 - $3,780,000
# Median Calculation: Middle value: $460,000
#
address,price,beds,baths,sqft,lastSoldDate,included_in_baseline,url
"15215 N Kierland Blvd #412",1300000,2,2,1420,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/15215-N-Kierland-Blvd-85254/unit-412/home/27151736"
"12401 N 65th St",1340000,0,4,2489,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/12401-N-65th-St-85254/home/27995647"
"58 W Wilshire Dr",1350000,4,3,2491,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/58-W-Wilshire-Dr-85003/home/27874061"
"4570 E Calle Redonda",1350000,0,2,1614,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4570-E-Calle-Redonda-85018/home/27630518"
"12402 N 65th St",1385000,3,3,1900,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/12402-N-65th-St-85254/home/26992004"
"11835 N Blackheath Rd",1400000,0,6,3993,"2025-04-28T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/11835-N-Blackheath-Rd-85254/home/28298087"
"3920 E Covey Ln",1400000,5,4.5,3992,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3920-E-Covey-Ln-85050/home/28283639"
"2901 E Acoma Dr",1425000,5,4,3818,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2901-E-Acoma-Dr-85032/home/27435822"
"21612 N 60th Ter",1480000,4,4.5,3505,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/21612-N-60th-Ter-85054/home/179260559"
"801 E Dunlap Ave #8",1495000,0,0,4178,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/801-E-Dunlap-Ave-85020/unit-8/home/27800764"
"4510 E Calle Tuberia --",1499000,3,2,1529,"2025-06-11T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4510-E-Calle-Tuberia-85018/home/27439610"
"2925 E Highland Ave",1500000,0,3,2846,"2025-05-21T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2925-E-Highland-Ave-85016/home/27923498"
"7050 E Ann Way",1500000,2,3,2034,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/7050-E-Ann-Way-85254/home/28343661"
"4142 N 10th St",1532500,0,0,1950,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4142-N-10th-St-85014/home/27938170"
"4139 N 27th St",1550000,0,0,5084,"2025-05-20T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4139-N-27th-St-85016/home/27657458"
"15215 N Kierland Blvd #633",1550000,2,2,1636,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/15215-N-Kierland-Blvd-85254/unit-633/home/27640023"
"5468 E Cholla St",1600000,0,4,3584,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/5468-E-Cholla-St-85254/home/27433630"
"4601 E Fanfol Dr",1625000,4,2,2625,"2025-06-05T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4601-E-Fanfol-Dr-85028/home/28010770"
"510 E Woburn Ln",1658349,4,4.5,4124,"2025-06-11T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/510-E-Woburn-Ln-85331/home/195022709"
"2238 E San Juan Ave",1685500,5,3.5,3630,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2238-E-San-Juan-Ave-85016/home/27521447"
"5335 N 26th St",1725000,3,2,2385,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5335-N-26th-St-85016/home/28186250"
"5501 E Camelback Rd",1742500,4,3,3650,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5501-E-Camelback-Rd-85018/home/27366953"
"22436 N 55th St",1830000,4,3,3264,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/22436-N-55th-St-85054/home/28007443"
"4020 N 59th St",1850000,3,2.5,2065,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4020-N-59th-St-85018/home/27478385"
"670 E Woburn Ln",1851047,6,6,4124,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/670-E-Woburn-Ln-85331/home/195012034"
"115 W Rose Ln",1883805,4,3,2897,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/115-W-Rose-Ln-85013/home/27574126"
"3117 E Maryland Ave",1900000,3,3,2527,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3117-E-Maryland-Ave-85016/home/28220929"
"10019 N 56th St",2100000,5,3,2905,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/AZ/Paradise-Valley/10019-N-56th-St-85253/home/28086951"
"620 W Mclellan Blvd",2160000,5,3.5,4086,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/620-W-McLellan-Blvd-85013/home/27743768"
"16908 S 31st Ln",2215000,6,5,4676,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/16908-S-31st-Ln-85045/home/28168475"
"1803 N 31st Pl",2300000,0,0,0,"2025-06-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1803-N-31st-Pl-85008/home/28093892"
"6342 E Hillcrest Blvd",2400000,0,4,3492,"2025-04-23T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/6342-E-Hillcrest-Blvd-85251/home/27599691"
"5331 E Rockridge Rd #63",2500000,0,0,0,"2025-05-20T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5331-E-Rockridge-Rd-85018/unit-63/home/195855409"
"7120 E Kierland Blvd #811",2775000,3,3,1712,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/7120-E-Kierland-Blvd-85254/unit-811/home/167638443"
"5000 N Camelback Ridge Rd #402",2790000,2,2.5,1789,"2025-05-16T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/5000-E-Camelback-Ridge-RD-85251/unit-402/home/193742121"
"6844 N 36th St",3600000,0,8,3714,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/6844-N-36th-St-85018/home/26869831"
"3642 E Coolidge St",3780000,5,7,4650,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3642-E-Coolidge-St-85018/home/27690444"
"5000 E Camelback Ridge Rd #406",4225000,2,2.5,2710,"2025-05-09T07:00:00Z","NO (outlier)","https://www.redfin.com/AZ/Scottsdale/5000-N-Camelback-Ridge-Dr-85251/unit-406/home/179260067"
"4446 E Mockingbird Ln",6500000,3,3.5,4258,"2025-05-08T07:00:00Z","NO (outlier)","https://www.redfin.com/AZ/Paradise-Valley/4446-E-Mockingbird-Ln-85253/home/27531155"
"4915 N Ascent Dr",6546089,4,4.5,4600,"2025-05-20T07:00:00Z","NO (outlier)","https://www.redfin.com/AZ/Scottsdale/4915-N-Ascent-Dr-85251/home/177291588"
"5059 N Ascent Dr",11466089,4,4.5,8000,"2025-05-20T07:00:00Z","NO (outlier)","https://www.redfin.com/AZ/Scottsdale/5059-N-Ascent-Dr-85251/home/177291575"
