# Nashville, TN Baseline Calculation Summary
# Generated: 2025-06-25T06:44:51.649Z
# Baseline Period: 90 days
# Total Sales Found: 350
# Sales Used for Baseline: 343
# Outliers Removed: 7
# Calculated Baseline: $529,000
# Price Range (after outliers): $185,000 - $5,167,715
# Median Calculation: Middle value: $529,000
#
address,price,beds,baths,sqft,lastSoldDate,included_in_baseline,url
"724 Newhall Dr",1299900,4,3.5,3376,"2025-06-16T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/724-Newhall-Dr-37206/home/195194290"
"1603 Peerman Dr",1366000,5,5,3560,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1603-Peerman-Dr-37206/home/195782467"
"3312 Walton Ln",1380000,3,2.5,1550,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/3312-Walton-Ln-37216/home/107994483"
"3939 Glen Echo Lake Rd",1425000,4,3,2757,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/TN/Ashland-City/3939-Glen-Echo-Lake-Rd-37015/home/107973597"
"802 N 5th St",1472000,5,3.5,3135,"2025-06-11T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/802-N-5th-St-37207/home/108000099"
"1857 Shamrock Dr",1512500,4,2.5,2736,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Brentwood/1857-Shamrock-Dr-37027/home/87882074"
"2213 Castleman Dr",1575000,4,3.5,3507,"2025-05-20T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2213-Castleman-Dr-37215/home/169913661"
"4917 Franklin Pike",1650000,4,3.5,3483,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4917-Franklin-Pike-37220/home/108040202"
"928 Kirkwood Ave",1675000,4,2.5,3993,"2025-06-16T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/928-Kirkwood-Ave-37204/home/108069330"
"1608B 7th Ave N",1695000,4,5,3658,"2025-06-23T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1608B-7th-Ave-N-37208/home/196114907"
"8012 Cane Creek Rd",1760502,4,5,4095,"2025-06-20T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/8012-Cane-Creek-Rd-37221/home/189969521"
"304 Page Rd",1840050,4,4.5,3269,"2025-05-14T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/304-Page-Rd-37205/home/68824713"
"904 Robertson Academy Rd",1850000,0,0,0,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/904-Robertson-Academy-Rd-37220/home/108012109"
"1807 Russell St",1850000,4,3,3374,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1807-Russell-St-37206/home/108081583"
"1308 Mcquiddy Rd",1898346,4,4,3960,"2025-05-14T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1308-McQuiddy-Rd-37221/home/189969513"
"4028 General Bate Dr",1975000,4,4.5,4266,"2025-05-14T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4028-General-Bate-Dr-37204/home/60823098"
"318 35th Ave N Unit B",2000000,4,5.5,4511,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/318-35th-Ave-N-37209/unit-B/home/107345947"
"112 W Tyne Dr",2090000,4,3.5,3481,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/112-W-Tyne-Dr-37205/home/60802440"
"949 Russell St",2110000,5,4.5,4785,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/949-Russell-St-37206/home/87820152"
"601 Timber Ln",2150000,4,4,3689,"2025-06-12T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/601-Timber-Ln-37215/home/108091814"
"34 Fox Vale Ln",2170000,3,4.5,5842,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/34-Fox-Vale-Ln-37221/home/100755276"
"1414 Franklin Ave",2200000,6,4,3745,"2025-06-05T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1414-Franklin-Ave-37206/home/87820220"
"22 Middleton Park Ln",2244000,4,3.5,3944,"2025-05-13T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/22-Middleton-Park-Ln-37215/home/108056359"
"1105 Gilmore Ave",2300000,4,3,3400,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1105-Gilmore-Ave-37204/home/68834796"
"6847 Old Hickory Blvd",2500000,3,1,1485,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/TN/Whites-Creek/6847-Old-Hickory-Blvd-37189/home/108117420"
"844 Belton Dr",2720000,6,5.5,7072,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/844-Belton-Dr-37205/home/108055016"
"119 Lasalle Ct",2750000,5,6,4803,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/119-Lasalle-Ct-37205/home/108130877"
"622 Enquirer Ave",3300000,5,3.5,4053,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/622-Enquirer-Ave-37205/home/108055369"
"5032 High Valley Dr",3370000,5,5.5,8398,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Brentwood/5032-High-Valley-Dr-37027/home/68778107"
"217 Olive Branch Rd",3600000,5,6.5,6469,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/217-Olive-Branch-Rd-37205/home/108114148"
"1402 Beechwood Ave",3954789,4,5,4675,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1402-Beechwood-Ave-37212/home/108125529"
"4408 Soper Ave",4050000,5,6,6507,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4408-Soper-Ave-37204/home/108004647"
"4418 Wayland Dr",4200000,5,6,5100,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4418-Wayland-Dr-37215/home/108055149"
"1806 Castleman Dr",5167715,4,5,5108,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1806-Castleman-Dr-37215/home/108054413"
"1003 Grassland Ln",5435000,6,6.5,2796,"2025-05-13T07:00:00Z","NO (outlier)","https://www.redfin.com/TN/Nashville/1003-Grassland-Ln-37220/home/87829736"
"404 W Brookfield Ave",6700000,4,3.5,6871,"2025-06-24T07:00:00Z","NO (outlier)","https://www.redfin.com/TN/Nashville/404-W-Brookfield-Ave-37205/home/60841644"
"1314 Page Rd",6850000,6,5.5,7571,"2025-04-28T07:00:00Z","NO (outlier)","https://www.redfin.com/TN/Nashville/1314-Page-Rd-37205/home/108095315"
"1616 West End Ave #3303",7600000,3,3.5,3455,"2025-03-27T07:00:00Z","NO (outlier)","https://www.redfin.com/TN/Nashville/1616-West-End-Ave-37203/unit-3303/home/173571322"
